latitude,longitude,ID
-30.559482,22.937506,CSA0361
-30.559482,22.937506,CSA0362
-30.559482,22.937506,CSA0363
-1.940278,29.873888,CSA0364
-1.940278,29.873888,CSA0365
-1.940278,29.873888,CSA0366
-1.940278,29.873888,CSA0367
-1.940278,29.873888,CSA0368
-1.940278,29.873888,CSA0369
-1.940278,29.873888,CSA0370
-1.940278,29.873888,CSA0371
-1.940278,29.873888,CSA0372
-1.940278,29.873888,CSA0373
-1.940278,29.873888,CSA0374
-1.940278,29.873888,CSA0375
-1.940278,29.873888,CSA0376
-1.940278,29.873888,CSA0377
-1.940278,29.873888,CSA0378
-1.940278,29.873888,CSA0379
-1.940278,29.873888,CSA0380
-1.940278,29.873888,CSA0381
-1.940278,29.873888,CSA0382
-1.940278,29.873888,CSA0383
-1.940278,29.873888,CSA0384
-1.940278,29.873888,CSA0385
-1.940278,29.873888,CSA0386
-1.940278,29.873888,CSA0387
-1.940278,29.873888,CSA0388
-1.940278,29.873888,CSA0389
-13.254308,34.301525,CSA0390
-13.254308,34.301525,CSA0391
-13.254308,34.301525,CSA0392
-13.254308,34.301525,CSA0393
-13.254308,34.301525,CSA0394
-13.254308,34.301525,CSA0395
-13.254308,34.301525,CSA0396
-13.254308,34.301525,CSA0397
-13.254308,34.301525,CSA0398
-13.254308,34.301525,CSA0399
-13.254308,34.301525,CSA0400
-13.254308,34.301525,CSA0401
-13.254308,34.301525,CSA0402
-13.254308,34.301525,CSA0403
-13.254308,34.301525,CSA0404
-13.254308,34.301525,CSA0405
-13.254308,34.301525,CSA0406
-13.254308,34.301525,CSA0407
9.081999,8.675277,CSA0408
9.081999,8.675277,CSA0409
9.081999,8.675277,CSA0410
9.081999,8.675277,CSA0411
7.369722,12.354722,CSA0412
7.369722,12.354722,CSA0413
7.369722,12.354722,CSA0414
7.369722,12.354722,CSA0415
7.369722,12.354722,CSA0416
7.369722,12.354722,CSA0417
7.369722,12.354722,CSA0418
7.369722,12.354722,CSA0419
7.369722,12.354722,CSA0420
7.369722,12.354722,CSA0421
7.369722,12.354722,CSA0422
7.369722,12.354722,CSA0423
7.369722,12.354722,CSA0424
-1.940278,29.873888,CSA0425
24.4752847,101.3431058,CSA0426
24.4752847,101.3431058,CSA0427
24.4752847,101.3431058,CSA0428
24.4752847,101.3431058,CSA0429
24.4752847,101.3431058,CSA0430
24.4752847,101.3431058,CSA0431
24.4752847,101.3431058,CSA0432
24.4752847,101.3431058,CSA0433
24.4752847,101.3431058,CSA0434
24.4752847,101.3431058,CSA0435
24.4752847,101.3431058,CSA0436
24.4752847,101.3431058,CSA0437
24.4752847,101.3431058,CSA0438
24.4752847,101.3431058,CSA0439
24.4752847,101.3431058,CSA0440
24.4752847,101.3431058,CSA0441
25.112046,99.161761,CSA0442
22.825065,100.966512,CSA0443
20.593684,78.96288,CSA0444
20.593684,78.96288,CSA0445
20.593684,78.96288,CSA0446
20.593684,78.96288,CSA0447
20.593684,78.96288,CSA0448
20.593684,78.96288,CSA0449
20.593684,78.96288,CSA0450
20.593684,78.96288,CSA0451
20.593684,78.96288,CSA0452
20.593684,78.96288,CSA0453
20.593684,78.96288,CSA0454
20.593684,78.96288,CSA0455
20.593684,78.96288,CSA0456
20.593684,78.96288,CSA0457
20.593684,78.96288,CSA0458
20.593684,78.96288,CSA0459
20.593684,78.96288,CSA0460
20.593684,78.96288,CSA0461
20.593684,78.96288,CSA0462
20.593684,78.96288,CSA0463
20.593684,78.96288,CSA0464
20.593684,78.96288,CSA0465
24.4752847,101.3431058,CSA0466
24.4752847,101.3431058,CSA0467
24.4752847,101.3431058,CSA0468
20.593684,78.96288,CSA0469
20.593684,78.96288,CSA0470
20.593684,78.96288,CSA0471
20.593684,78.96288,CSA0472
7.873054,80.771797,CSA0473
7.873054,80.771797,CSA0474
7.873054,80.771797,CSA0475
7.873054,80.771797,CSA0476
7.873054,80.771797,CSA0477
7.873054,80.771797,CSA0478
7.873054,80.771797,CSA0479
7.873054,80.771797,CSA0480
7.873054,80.771797,CSA0481
24.4752847,101.3431058,CSA0482
24.4752847,101.3431058,CSA0483
24.4752847,101.3431058,CSA0484
24.4752847,101.3431058,CSA0485
24.4752847,101.3431058,CSA0486
24.4752847,101.3431058,CSA0487
24.4752847,101.3431058,CSA0488
24.4752847,101.3431058,CSA0489
24.4752847,101.3431058,CSA0490
24.4752847,101.3431058,CSA0491
24.4752847,101.3431058,CSA0492
24.4752847,101.3431058,CSA0493
24.4752847,101.3431058,CSA0494
24.4752847,101.3431058,CSA0495
24.4752847,101.3431058,CSA0496
20.593684,78.96288,CSA0497
26.7465203,94.2025859,CSA0498
26.7465203,94.2025859,CSA0499
26.7465203,94.2025859,CSA0500
26.7465203,94.2025859,CSA0501
26.7465203,94.2025859,CSA0502
26.7465203,94.2025859,CSA0503
27.0360066,88.2626751,CSH0001
27.0360066,88.2626751,CSH0002
27.0360066,88.2626751,CSH0003
27.0360066,88.2626751,CSH0004
27.0360066,88.2626751,CSH0005
27.0360066,88.2626751,CSH0006
27.0360066,88.2626751,CSH0007
27.0360066,88.2626751,CSH0008
27.0360066,88.2626751,CSH0009
27.0360066,88.2626751,CSH0010
26.7465203,94.2025859,CSH0011
27.0360066,88.2626751,CSH0012
27.0360066,88.2626751,CSH0013
27.0360066,88.2626751,CSH0014
27.0360066,88.2626751,CSH0015
27.0360066,88.2626751,CSH0016
27.0360066,88.2626751,CSH0017
27.0360066,88.2626751,CSH0018
27.0360066,88.2626751,CSH0019
27.0360066,88.2626751,CSH0020
27.0360066,88.2626751,CSH0021
27.0360066,88.2626751,CSH0022
27.0360066,88.2626751,CSH0023
-0.023559,37.906193,CSH0024
-0.023559,37.906193,CSH0025
-0.023559,37.906193,CSH0026
-0.023559,37.906193,CSH0027
-0.023559,37.906193,CSH0028
-0.023559,37.906193,CSH0029
-0.023559,37.906193,CSH0030
-0.023559,37.906193,CSH0031
-0.023559,37.906193,CSH0032
-0.023559,37.906193,CSH0033
-0.023559,37.906193,CSH0034
-0.023559,37.906193,CSH0035
-0.023559,37.906193,CSH0036
-0.023559,37.906193,CSH0037
-0.023559,37.906193,CSH0038
-0.023559,37.906193,CSH0039
-0.023559,37.906193,CSH0040
-0.023559,37.906193,CSH0041
-0.023559,37.906193,CSH0042
-0.023559,37.906193,CSH0043
-0.023559,37.906193,CSH0044
-0.023559,37.906193,CSH0045
-0.023559,37.906193,CSH0046
-0.023559,37.906193,CSH0047
-0.023559,37.906193,CSH0048
-0.023559,37.906193,CSH0049
-0.023559,37.906193,CSH0050
-0.023559,37.906193,CSH0051
-0.023559,37.906193,CSH0052
-0.023559,37.906193,CSH0053
-0.023559,37.906193,CSH0054
-0.023559,37.906193,CSH0055
-0.023559,37.906193,CSH0056
-0.023559,37.906193,CSH0060
-0.023559,37.906193,CSH0061
20.593684,78.96288,CSH0062
20.593684,78.96288,CSH0063
20.593684,78.96288,CSH0064
20.593684,78.96288,CSH0065
20.593684,78.96288,CSH0066
20.593684,78.96288,CSH0067
20.593684,78.96288,CSH0068
20.593684,78.96288,CSH0069
20.593684,78.96288,CSH0070
20.593684,78.96288,CSH0071
20.593684,78.96288,CSH0072
26.7465203,94.2025859,CSS0001
26.7465203,94.2025859,CSS0002
26.7465203,94.2025859,CSS0003
26.7465203,94.2025859,CSS0004
26.7465203,94.2025859,CSS0005
26.7465203,94.2025859,CSS0006
26.7465203,94.2025859,CSS0007
26.7465203,94.2025859,CSS0008
26.7465203,94.2025859,CSS0009
26.7465203,94.2025859,CSS0010
26.7465203,94.2025859,CSS0011
27.0360066,88.2626751,CSS0012
27.0360066,88.2626751,CSS0013
27.756647,118.035309,CSS0014
27.756647,118.035309,CSS0015
27.756647,118.035309,CSS0016
27.756647,118.035309,CSS0017
27.756647,118.035309,CSS0018
27.756647,118.035309,CSS0019
27.756647,118.035309,CSS0020
27.756647,118.035309,CSS0021
27.756647,118.035309,CSS0022
27.756647,118.035309,CSS0023
26.390598,110.322239,CSS0024
26.433417,110.856622,CSS0025
26.394403,111.314117,CSS0026
25.797931,110.011238,CSS0027
25.797931,110.011238,CSS0028
27.06032,110.575846,CSS0029
27.06032,110.575846,CSS0030
26.647661,106.630153,CSS0031
26.647661,106.630153,CSS0032
26.647661,106.630153,CSS0033
26.647661,106.630153,CSS0034
26.647661,106.630153,CSS0035
26.647661,106.630153,CSS0036
26.647661,106.630153,CSS0037
26.647661,106.630153,CSS0038
26.647661,106.630153,CSS0039
29.248085,117.861797,CSS0040
29.248085,117.861797,CSS0041
29.248085,117.861797,CSS0042
29.248085,117.861797,CSS0043
29.248085,117.861797,CSS0044
30.274084,120.15507,CSS0045
30.274084,120.15507,CSS0046
30.274084,120.15507,CSS0047
30.274084,120.15507,CSS0048
30.274084,120.15507,CSS0049
30.274084,120.15507,CSS0050
30.274084,120.15507,CSS0051
30.274084,120.15507,CSS0052
30.274084,120.15507,CSS0053
30.274084,120.15507,CSS0054
30.274084,120.15507,CSS0055
29.995762,120.586109,CSS0056
29.995762,120.586109,CSS0057
28.365818,121.061097,CSS0058
28.365818,121.061097,CSS0059
28.46763,119.922796,CSS0060
28.46763,119.922796,CSS0061
28.73733,118.626991,CSS0062
28.73733,118.626991,CSS0063
-0.3723953,35.3482854,CSS0064
-0.3723953,35.3482854,CSS0065
-0.3723953,35.3482854,CSS0066
-0.3723953,35.3482854,CSS0067
-0.3723953,35.3482854,CSS0068
29.026022,114.546702,CSS0069
29.026022,114.546702,CSS0070
29.026022,114.546702,CSS0071
29.026022,114.546702,CSS0072
29.026022,114.546702,CSS0073
29.026022,114.546702,CSS0074
29.026022,114.546702,CSS0075
29.026022,114.546702,CSS0076
29.026022,114.546702,CSS0077
29.026022,114.546702,CSS0078
29.026022,114.546702,CSS0079
29.026022,114.546702,CSS0080
29.026022,114.546702,CSS0081
29.026022,114.546702,CSS0082
27.756647,118.035309,CSS0083
27.756647,118.035309,CSS0084
27.756647,118.035309,CSS0085
29.344173,105.8970053,CSS0086
29.344173,105.8970053,CSS0087
29.344173,105.8970053,CSS0088
29.344173,105.8970053,CSS0089
29.344173,105.8970053,CSS0090
29.344173,105.8970053,CSS0091
29.344173,105.8970053,CSS0092
21.957353,100.452547,CSS0093
21.957353,100.452547,CSS0094
21.957353,100.452547,CSS0095
21.957353,100.452547,CSS0096
21.957353,100.452547,CSS0097
21.957353,100.452547,CSS0098
21.957353,100.452547,CSS0099
21.957353,100.452547,CSS0100
21.957353,100.452547,CSS0101
21.957353,100.452547,CSS0102
21.957353,100.452547,CSS0103
21.957353,100.452547,CSS0104
21.957353,100.452547,CSS0105
21.957353,100.452547,CSS0106
21.957353,100.452547,CSS0107
21.957353,100.452547,CSS0108
21.957353,100.452547,CSS0109
21.957353,100.452547,CSS0110
21.957353,100.452547,CSS0111
21.957353,100.452547,CSS0112
21.957353,100.452547,CSS0113
21.957353,100.452547,CSS0114
21.957353,100.452547,CSS0115
21.957353,100.452547,CSS0116
21.957353,100.452547,CSS0117
21.957353,100.452547,CSS0118
30.7378118,112.2384017,CSS0119
30.7378118,112.2384017,CSS0120
30.7378118,112.2384017,CSS0121
30.7378118,112.2384017,CSS0122
30.7378118,112.2384017,CSS0123
26.584666,107.234703,CSS0124
26.647661,106.630153,CSS0125
36.107538,120.468956,CSS0126
35.872664,120.04619,CSS0127
32.147679,114.091192,CSS0128
32.147679,114.091192,CSS0129
32.147679,114.091192,CSS0130
32.147679,114.091192,CSS0131
31.72717,115.934366,CSS0132
31.0358,116.974119,CSS0133
29.861379,118.415345,CSS0134
30.6006773,117.9249002,CSS0135
-0.3723953,35.3482854,CSS0136
-0.3723953,35.3482854,CSS0137
-0.3723953,35.3482854,CSS0138
-0.3723953,35.3482854,CSS0139
29.026022,114.546702,CSS0140
29.344173,105.8970053,CSS0141
29.344173,105.8970053,CSS0142
29.344173,105.8970053,CSS0143
21.957353,100.452547,CSS0144
21.957353,100.452547,CSS0145
-0.3723953,35.3482854,CSS0146
-0.3723953,35.3482854,CSS0147
-0.3723953,35.3482854,CSS0148
-0.3723953,35.3482854,CSS0149
-0.3723953,35.3482854,CSS0150
27.0360066,88.2626751,CSS0151
26.7465203,94.2025859,CSS0152
26.7465203,94.2025859,CSS0153
26.7465203,94.2025859,CSS0154
26.7465203,94.2025859,CSS0155
26.7465203,94.2025859,CSS0156
-0.023559,37.906193,CSS0157
-0.023559,37.906193,CSS0158
-0.023559,37.906193,CSS0159
-0.023559,37.906193,CSS0160
-0.023559,37.906193,CSS0161
-0.023559,37.906193,CSS0162
-0.023559,37.906193,CSS0163
-0.023559,37.906193,CSS0164
-0.023559,37.906193,CSS0165
-0.023559,37.906193,CSS0166
-0.023559,37.906193,CSS0167
-0.023559,37.906193,CSS0168
-0.023559,37.906193,CSS0169
-0.023559,37.906193,CSS0170
-0.023559,37.906193,CSS0171
-0.023559,37.906193,CSS0172
-0.023559,37.906193,CSS0173
-0.023559,37.906193,CSS0174
-0.023559,37.906193,CSS0175
-0.023559,37.906193,CSS0176
-0.023559,37.906193,CSS0177
-0.023559,37.906193,CSS0178
-0.023559,37.906193,CSS0179
-13.254308,34.301525,CSS0180
-13.254308,34.301525,CSS0181
-13.254308,34.301525,CSS0182
24.4752847,101.3431058,CSS0183
24.4752847,101.3431058,CSS0184
24.4752847,101.3431058,CSS0185
24.4752847,101.3431058,CSS0186
24.4752847,101.3431058,CSS0187
24.4752847,101.3431058,CSS0188
24.4752847,101.3431058,CSS0189
24.4752847,101.3431058,CSS0190
27.0874564,114.9042208,CSS0191
27.0874564,114.9042208,CSS0192
24.4752847,101.3431058,CSS0193
24.4752847,101.3431058,CSS0194
24.4752847,101.3431058,CSS0195
24.4752847,101.3431058,CSS0196
24.4752847,101.3431058,CSS0197
24.4752847,101.3431058,CSS0198
24.4752847,101.3431058,CSS0199
24.4752847,101.3431058,CSS0200
24.4752847,101.3431058,CSS0201
24.4752847,101.3431058,CSS0202
24.4752847,101.3431058,CSS0203
24.4752847,101.3431058,CSS0204
24.4752847,101.3431058,CSS0205
24.4752847,101.3431058,CSS0206
24.4752847,101.3431058,CSS0207
24.4752847,101.3431058,CSS0208
24.4752847,101.3431058,CSS0209
24.4752847,101.3431058,CSS0210
24.4752847,101.3431058,CSS0211
24.4752847,101.3431058,CSS0212
24.4752847,101.3431058,CSS0213
24.4752847,101.3431058,CSS0214
24.4752847,101.3431058,CSS0215
24.4752847,101.3431058,CSS0216
24.4752847,101.3431058,CSS0217
24.4752847,101.3431058,CSS0218
24.4752847,101.3431058,CSS0219
24.4752847,101.3431058,CSS0220
24.4752847,101.3431058,CSS0221
24.4752847,101.3431058,CSS0222
35.8939566,117.9249002,CSS0223
34.2904302,113.3823545,CSS0224
24.4752847,101.3431058,CSS0225
24.4752847,101.3431058,CSS0226
24.4752847,101.3431058,CSS0227
30.6006773,117.9249002,CSS0228
30.6006773,117.9249002,CSS0229
20.593684,78.96288,CSS0230
20.593684,78.96288,CSS0231
20.593684,78.96288,CSS0232
20.593684,78.96288,CSS0233
20.593684,78.96288,CSS0234
20.593684,78.96288,CSS0235
26.8429645,107.2902839,CSS0236
26.4836842,117.9249002,CSS0237
26.4836842,117.9249002,CSS0238
29.1416432,119.7889248,CSS0239
29.1416432,119.7889248,CSS0240
29.1416432,119.7889248,CSS0241
-18.766947,46.869107,CST0001
-18.766947,46.869107,CST0002
-18.766947,46.869107,CST0003
-18.766947,46.869107,CST0004
-18.766947,46.869107,CST0005
-18.766947,46.869107,CST0006
-18.766947,46.869107,CST0007
-18.766947,46.869107,CST0008
-18.766947,46.869107,CST0009
-18.766947,46.869107,CST0010
-18.766947,46.869107,CST0011
-18.766947,46.869107,CST0012
-18.766947,46.869107,CST0013
-18.766947,46.869107,CST0014
-18.766947,46.869107,CST0015
24.700811,98.832012,CST0016
24.790095,99.557169,CST0017
24.696335,99.698678,CST0018
24.696335,99.698678,CST0019
24.675771,100.082639,CST0020
24.675771,100.082639,CST0021
23.622138,99.890258,CST0022
23.622138,99.890258,CST0023
22.694469,99.695254,CST0024
22.694469,99.695254,CST0025
-0.023559,37.906193,CST0026
-0.023559,37.906193,CST0027
